q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
16 years old,Male,Class 7,Sometimes,1.5,49,1 time,I had a cut or stab wound,6 to 9 days,Sometimes,Sometimes,No,No,0 times,3 or more,10 or 11 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,3 to 5 days,Sometimes,4 or 5 times,748.0161,201501011,23
15 years old,Male,Class 7,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,3,3 to 5 days,Most of the time,2 or 3 times,748.0161,201501011,23
12 years old,Male,Class 8,Never,1.39,34,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,3 to 5 days,Sometimes,2 or 3 times,570.4956,201501011,23
14 years old,Male,Class 8,Never,1.36,34,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,3 to 5 days,Most of the time,2 or 3 times,570.4956,201501011,23
15 years old,Male,Class 8,Never,1.4,36,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,3 to 5 days,Rarely,1 time,570.4956,201501011,23
11 years old or younger,NA,Class 8,Never,NA,NA,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,3 to 5 days,Sometimes,2 or 3 times,531.8265,201501011,23
12 years old,Female,Class 8,Never,1.43,40,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,3 to 5 days,Sometimes,0 times,531.8265,201501011,23
13 years old,Male,Class 8,Rarely,1.46,39,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,10 or more days,Most of the time,0 times,570.4956,201501011,23
13 years old,Male,Class 8,Rarely,1.49,36,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,10 or more days,Most of the time,0 times,570.4956,201501011,23
16 years old,Female,Class 8,Never,1.5,44,4 or 5 times,Broken bone/dislocated joint,6 to 9 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,4,1 or 2 days,Always,0 times,531.8265,201501011,23
13 years old,Male,Class 8,Never,1.45,35,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Most of the time,2,3 to 5 days,Rarely,0 times,570.4956,201501011,23
13 years old,Female,Class 8,Sometimes,1.48,44,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,1,3 to 5 days,Sometimes,8 or 9 times,531.8265,201501011,23
15 years old,Female,Class 7,Most of the time,1.49,56,2 or 3 times,Not seriously injured,3 to 5 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,655.2536,201501011,22
12 years old,Female,Class 7,Most of the time,1.45,42,2 or 3 times,Not seriously injured,NA,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,655.2536,201501011,22
15 years old,Female,Class 7,Always,1.6,53,6 or 7 times,Not seriously injured,0 days,Always,Never,No,No,6 or more times,3 or more,NA,0 days,0 days,Neither,14 or 15 years old,3 to 9 times,1 or 2 times,Rarely,NA,NA,1 or 2 days,Rarely,2 or 3 times,655.2536,201501011,22
15 years old,Female,Class 7,Never,1.52,51,1 time,Not seriously injured,1 or 2 days,Sometimes,Always,No,No,1 time,1,7 years old or younger,1 or 2 days,6 to 9 days,My mother or female guardian,10 or 11 years old,0 times,0 times,Rarely,Never,3,1 or 2 days,Never,6 or 7 times,655.2536,201501011,22
NA,Male,Class 7,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,1 or 2 days,Most of the time,0 times,692.6075,201501011,22
15 years old,Male,Class 7,Never,NA,NA,2 or 3 times,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,Yes,Yes,2 or 3 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,2,10 or more days,Most of the time,4 or 5 times,692.6075,201501011,22
13 years old,NA,Class 9,Sometimes,NA,NA,1 time,I had a cut or stab wound,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,1 time,459.8113,201501011,22
15 years old,Male,Class 7,Never,1.62,49,1 time,I had a cut or stab wound,NA,Never,Sometimes,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,1,0 days,Sometimes,0 times,692.6075,201501011,22
15 years old,Female,Class 7,Sometimes,1.54,56,4 or 5 times,I had a bad burn,3 to 5 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,2,0 days,Never,2 or 3 times,655.2536,201501011,22
15 years old,Female,Class 7,Never,1.4,41,8 or 9 times,Concussion/head injury,1 or 2 days,Rarely,Rarely,Yes,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,4,1 or 2 days,Always,2 or 3 times,655.2536,201501011,22
15 years old,Male,Class 7,Never,1.61,43,NA,NA,NA,Never,Never,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,NA,0 times,0 times,Never,Rarely,3,3 to 5 days,Sometimes,0 times,692.6075,201501011,22
15 years old,Male,Class 7,Sometimes,1.48,37,2 or 3 times,I had a cut or stab wound,3 to 5 days,Most of the time,Most of the time,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,3,3 to 5 days,Never,2 or 3 times,692.6075,201501011,22
13 years old,NA,Class 7,Always,NA,NA,2 or 3 times,I had a cut or stab wound,1 or 2 days,Never,Never,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,2,0 days,Never,0 times,692.6075,201501011,22
15 years old,Female,Class 7,Never,1.6,52,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,1,0 days,NA,0 times,655.2536,201501011,22
14 years old,Female,Class 7,Sometimes,1.4,43,2 or 3 times,Broken bone/dislocated joint,3 to 5 days,Most of the time,Sometimes,Yes,Yes,2 or 3 times,0,NA,0 days,3 to 5 days,Neither,NA,0 times,0 times,Most of the time,Sometimes,3,0 days,Always,2 or 3 times,655.2536,201501011,22
15 years old,Male,Class 7,Sometimes,1.55,43,8 or 9 times,Concussion/head injury,3 to 5 days,Most of the time,Never,Yes,No,0 times,0,NA,0 days,0 days,Neither,NA,0 times,0 times,Most of the time,Rarely,4,1 or 2 days,Most of the time,4 or 5 times,692.6075,201501011,22
14 years old,Male,Class 7,Sometimes,1.42,35,4 or 5 times,I had a bad burn,6 to 9 days,Always,Never,No,No,2 or 3 times,0,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Never,5,3 to 5 days,Sometimes,2 or 3 times,692.6075,201501011,22
13 years old,Male,Class 7,Never,1.4,30,8 or 9 times,Concussion/head injury,3 to 5 days,Most of the time,Sometimes,Yes,NA,6 or more times,3 or more,NA,6 to 9 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,3,0 days,Never,6 or 7 times,692.6075,201501011,22
16 years old,Male,Class 8,Sometimes,1.57,42,1 time,I had a cut or stab wound,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Most of the time,Sometimes,4,1 or 2 days,Sometimes,2 or 3 times,587.2749,201501011,22
16 years old,Male,Class 8,Sometimes,1.57,44,0 times,Not seriously injured,1 or 2 days,NA,Never,Yes,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Always,1 time,587.2749,201501011,22
17 years old,Male,Class 8,Never,1.62,54,0 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Never,1,1 or 2 days,Rarely,2 or 3 times,587.2749,201501011,22
15 years old,Female,Class 8,Never,1.46,40,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Always,0 times,547.4685,201501011,22
14 years old,Female,Class 8,Rarely,1.56,40,NA,NA,0 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,1 time,547.4685,201501011,22
16 years old,Female,Class 8,Never,1.44,41,0 times,Not seriously injured,1 or 2 days,Never,Sometimes,Yes,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Rarely,1,0 days,Always,0 times,547.4685,201501011,22
13 years old,Female,Class 8,Never,1.4,33,0 times,Not seriously injured,1 or 2 days,Most of the time,Most of the time,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,1 time,547.4685,201501011,22
13 years old,Female,Class 8,Never,1.5,37,6 or 7 times,Something else happened to me,20 to 29 days,Always,Most of the time,Yes,No,1 time,1,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Sometimes,Always,1,1 or 2 days,Never,8 or 9 times,547.4685,201501011,22
15 years old,Male,Class 7,Never,1.67,56,0 times,Not seriously injured,0 days,Never,Never,No,No,1 time,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,1 time,519.4556,201501011,21
13 years old,Male,Class 7,Sometimes,1.33,32,4 or 5 times,I had a cut or stab wound,NA,Always,Always,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,3 to 5 days,Always,12 or more times,519.4556,201501011,21
14 years old,Male,Class 7,Sometimes,NA,NA,NA,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,3,0 days,Always,0 times,519.4556,201501011,21
14 years old,Male,Class 7,Sometimes,1.46,32,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,NA,Never,0 times,519.4556,201501011,21
15 years old,Male,Class 7,Never,1.69,53,4 or 5 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,2 or 3 times,519.4556,201501011,21
15 years old,Male,Class 7,Always,1.68,54,1 time,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Sometimes,NA,0 days,Always,2 or 3 times,519.4556,201501011,21
12 years old,Male,Class 7,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,1,0 days,Never,0 times,519.4556,201501011,21
13 years old,Male,Class 7,Never,1.43,32,0 times,Not seriously injured,0 days,Never,Rarely,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Rarely,Always,2,0 days,Never,0 times,519.4556,201501011,21
14 years old,Male,Class 7,Never,1.7,50,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Always,1,0 days,Never,0 times,519.4556,201501011,21
12 years old,Male,Class 7,Sometimes,1.46,35,1 time,I had a cut or stab wound,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,1 time,519.4556,201501011,21
15 years old,Male,Class 7,Sometimes,1.67,50,1 time,I had a cut or stab wound,NA,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,0 times,519.4556,201501011,21
13 years old,Male,Class 7,Sometimes,NA,NA,1 time,Not seriously injured,1 or 2 days,Never,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,2,0 days,Never,0 times,519.4556,201501011,21
14 years old,Female,Class 7,Never,1.51,35,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,491.4402,201501011,21
13 years old,Female,Class 7,Sometimes,1.46,36,1 time,Not seriously injured,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,491.4402,201501011,21
13 years old,Female,Class 7,Sometimes,1.52,56,NA,NA,1 or 2 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,5,1 or 2 days,Never,0 times,491.4402,201501011,21
13 years old,Female,Class 7,Sometimes,1.44,45,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,491.4402,201501011,21
12 years old,Female,Class 7,Sometimes,1.3,28,NA,NA,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,491.4402,201501011,21
13 years old,Male,Class 7,Sometimes,1.54,51,2 or 3 times,Something else happened to me,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,519.4556,201501011,21
14 years old,Male,Class 7,Always,1.56,40,2 or 3 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,1 or 2 days,Rarely,1 time,519.4556,201501011,21
13 years old,Female,Class 7,Never,1.58,50,1 time,Not seriously injured,0 days,Never,Never,No,NA,0 times,2,8 or 9 years old,NA,1 or 2 days,NA,8 or 9 years old,0 times,10 to 19 times,Rarely,Never,2,0 days,Most of the time,0 times,491.4402,201501011,21
13 years old,NA,Class 9,Sometimes,NA,NA,1 time,Broken bone/dislocated joint,3 to 5 days,Rarely,Never,Yes,No,0 times,1,7 years old or younger,NA,0 days,My father or male guardian,I have never used drugs,0 times,NA,Rarely,Rarely,1,1 or 2 days,Rarely,0 times,438.4403,201501011,21
14 years old,Male,Class 7,Sometimes,1.6,44,4 or 5 times,I had a cut or stab wound,1 or 2 days,Sometimes,Sometimes,No,No,0 times,1,NA,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Rarely,2,0 days,Most of the time,1 time,519.4556,201501011,21
12 years old,Female,Class 7,Never,1.46,45,1 time,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,491.4402,201501011,21
12 years old,Female,Class 7,Never,1.39,28,1 time,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,491.4402,201501011,21
14 years old,Male,Class 8,Rarely,1.61,45,12 or more times,Something else happened to me,1 or 2 days,Rarely,Rarely,Yes,Yes,0 times,NA,12 or 13 years old,10 to 19 days,1 or 2 days,My father or male guardian,7 years old or younger,1 or 2 times,10 to 19 times,Never,Sometimes,4,10 or more days,Never,12 or more times,348.4928,201501011,21
13 years old,Female,Class 8,Never,1.49,33,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Never,0 times,324.8714,201501011,21
13 years old,Female,Class 8,Never,1.28,28,2 or 3 times,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Rarely,3,0 days,Always,1 time,324.8714,201501011,21
13 years old,Female,Class 8,Never,1.6,50,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Rarely,0 times,324.8714,201501011,21
12 years old,Female,Class 8,Sometimes,1.56,43,NA,NA,1 or 2 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,1,0 days,Sometimes,0 times,324.8714,201501011,21
12 years old,Female,Class 8,Never,1.53,39,0 times,Not seriously injured,0 days,Never,Rarely,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Sometimes,0 times,324.8714,201501011,21
13 years old,Female,Class 8,Never,1.43,38,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,4,0 days,Never,0 times,324.8714,201501011,21
14 years old,Female,Class 8,Never,1.51,36,1 time,I had a cut or stab wound,10 to 19 days,Never,Never,No,No,0 times,1,NA,NA,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Never,0 times,324.8714,201501011,21
14 years old,Male,Class 8,Never,1.69,47,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,1,0 days,Rarely,2 or 3 times,348.4928,201501011,21
15 years old,Female,Class 8,Never,1.52,45,NA,NA,1 or 2 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,NA,NA,Sometimes,0 times,324.8714,201501011,21
13 years old,Male,Class 8,Never,1.55,36,2 or 3 times,Something else happened to me,3 to 5 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Most of the time,2 or 3 times,348.4928,201501011,21
15 years old,Female,Class 8,Never,1.65,49,2 or 3 times,Not seriously injured,3 to 5 days,Never,Never,Yes,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Sometimes,0 times,324.8714,201501011,21
14 years old,Male,Class 8,Sometimes,1.66,48,0 times,Not seriously injured,0 days,Never,Never,No,No,NA,1,14 or 15 years old,0 days,0 days,Neither,NA,NA,0 times,Sometimes,Most of the time,3,0 days,Rarely,12 or more times,348.4928,201501011,21
14 years old,Male,Class 10,Rarely,1.55,38,4 or 5 times,Concussion/head injury,1 or 2 days,Rarely,Rarely,No,No,0 times,3 or more,12 or 13 years old,1 or 2 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,2,0 days,Rarely,2 or 3 times,404.7417,201501011,21
13 years old,Male,Class 8,Never,1.57,36,2 or 3 times,Something else happened to me,All 30 days,Rarely,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,2,0 days,Rarely,2 or 3 times,348.4928,201501011,21
12 years old,Male,Class 8,Never,1.42,34,NA,NA,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Always,1 time,348.4928,201501011,21
14 years old,Female,Class 8,Never,1.54,50,0 times,Not seriously injured,1 or 2 days,Sometimes,Rarely,No,No,0 times,0,7 years old or younger,0 days,0 days,Both,7 years old or younger,0 times,0 times,Sometimes,Most of the time,2,1 or 2 days,Sometimes,0 times,324.8714,201501011,21
13 years old,Female,Class 8,Never,1.54,46,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,NA,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Rarely,0 times,324.8714,201501011,21
12 years old,Female,Class 8,Never,1.52,40,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,7 years old or younger,0 days,0 days,Both,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Rarely,0 times,324.8714,201501011,21
13 years old,Male,Class 8,Sometimes,1.43,34,NA,NA,3 to 5 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Rarely,2 or 3 times,348.4928,201501011,21
15 years old,Male,Class 8,Sometimes,1.67,50,0 times,Not seriously injured,1 or 2 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Most of the time,2 or 3 times,348.4928,201501011,21
13 years old,Male,Class 8,Never,1.57,42,2 or 3 times,I had a cut or stab wound,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,0 days,Sometimes,1 time,348.4928,201501011,21
14 years old,Female,Class 8,Never,1.52,44,1 time,I had a cut or stab wound,0 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,4,1 or 2 days,Always,1 time,324.8714,201501011,21
15 years old,Female,Class 8,Rarely,1.63,51,2 or 3 times,I had a cut or stab wound,3 to 5 days,Sometimes,Never,No,No,0 times,1,NA,NA,0 days,My father or male guardian,14 or 15 years old,1 or 2 times,1 or 2 times,Sometimes,Sometimes,3,1 or 2 days,Sometimes,0 times,324.8714,201501011,21
15 years old,Female,Class 8,Never,1.58,37,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Most of the time,0 times,324.8714,201501011,21
13 years old,Female,Class 8,Sometimes,1.6,45,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Sometimes,0 times,324.8714,201501011,21
